time(ms),Hips position X(m),Hips position Y(m),Hips position Z(m),Hips quaternion W,Hips quaternion X,Hips quaternion Y,Hips quaternion Z,RightUpperLeg position X(m),RightUpperLeg position Y(m),RightUpperLeg position Z(m),RightUpperLeg quaternion W,RightUpperLeg quaternion X,RightUpperLeg quaternion Y,RightUpperLeg quaternion Z,RightLowerLeg position X(m),RightLowerLeg position Y(m),RightLowerLeg position Z(m),RightLowerLeg quaternion W,RightLowerLeg quaternion X,RightLowerLeg quaternion Y,RightLowerLeg quaternion Z,RightFoot position X(m),RightFoot position Y(m),RightFoot position Z(m),RightFoot quaternion W,RightFoot quaternion X,RightFoot quaternion Y,RightFoot quaternion Z,RightToe position X(m),RightToe position Y(m),RightToe position Z(m),RightToe quaternion W,RightToe quaternion X,RightToe quaternion Y,RightToe quaternion Z,LeftUpperLeg position X(m),LeftUpperLeg position Y(m),LeftUpperLeg position Z(m),LeftUpperLeg quaternion W,LeftUpperLeg quaternion X,LeftUpperLeg quaternion Y,LeftUpperLeg quaternion Z,LeftLowerLeg position X(m),LeftLowerLeg position Y(m),LeftLowerLeg position Z(m),LeftLowerLeg quaternion W,LeftLowerLeg quaternion X,LeftLowerLeg quaternion Y,LeftLowerLeg quaternion Z,LeftFoot position X(m),LeftFoot position Y(m),LeftFoot position Z(m),LeftFoot quaternion W,LeftFoot quaternion X,LeftFoot quaternion Y,LeftFoot quaternion Z,LeftToe position X(m),LeftToe position Y(m),LeftToe position Z(m),LeftToe quaternion W,LeftToe quaternion X,LeftToe quaternion Y,LeftToe quaternion Z,Spine position X(m),Spine position Y(m),Spine position Z(m),Spine quaternion W,Spine quaternion X,Spine quaternion Y,Spine quaternion Z,Spine1 position X(m),Spine1 position Y(m),Spine1 position Z(m),Spine1 quaternion W,Spine1 quaternion X,Spine1 quaternion Y,Spine1 quaternion Z,Spine2 position X(m),Spine2 position Y(m),Spine2 position Z(m),Spine2 quaternion W,Spine2 quaternion X,Spine2 quaternion Y,Spine2 quaternion Z,Spine3 position X(m),Spine3 position Y(m),Spine3 position Z(m),Spine3 quaternion W,Spine3 quaternion X,Spine3 quaternion Y,Spine3 quaternion Z,Neck position X(m),Neck position Y(m),Neck position Z(m),Neck quaternion W,Neck quaternion X,Neck quaternion Y,Neck quaternion Z,Head position X(m),Head position Y(m),Head position Z(m),Head quaternion W,Head quaternion X,Head quaternion Y,Head quaternion Z,RightShoulder position X(m),RightShoulder position Y(m),RightShoulder position Z(m),RightShoulder quaternion W,RightShoulder quaternion X,RightShoulder quaternion Y,RightShoulder quaternion Z,RightUpperArm position X(m),RightUpperArm position Y(m),RightUpperArm position Z(m),RightUpperArm quaternion W,RightUpperArm quaternion X,RightUpperArm quaternion Y,RightUpperArm quaternion Z,RightLowerArm position X(m),RightLowerArm position Y(m),RightLowerArm position Z(m),RightLowerArm quaternion W,RightLowerArm quaternion X,RightLowerArm quaternion Y,RightLowerArm quaternion Z,RightHand position X(m),RightHand position Y(m),RightHand position Z(m),RightHand quaternion W,RightHand quaternion X,RightHand quaternion Y,RightHand quaternion Z,LeftShoulder position X(m),LeftShoulder position Y(m),LeftShoulder position Z(m),LeftShoulder quaternion W,LeftShoulder quaternion X,LeftShoulder quaternion Y,LeftShoulder quaternion Z,LeftUpperArm position X(m),LeftUpperArm position Y(m),LeftUpperArm position Z(m),LeftUpperArm quaternion W,LeftUpperArm quaternion X,LeftUpperArm quaternion Y,LeftUpperArm quaternion Z,LeftLowerArm position X(m),LeftLowerArm position Y(m),LeftLowerArm position Z(m),LeftLowerArm quaternion W,LeftLowerArm quaternion X,LeftLowerArm quaternion Y,LeftLowerArm quaternion Z,LeftHand position X(m),LeftHand position Y(m),LeftHand position Z(m),LeftHand quaternion W,LeftHand quaternion X,LeftHand quaternion Y,LeftHand quaternion Z,
2949174,1.343588,-0.489434,1.021659,0.644021,0.004547,0.009178,-0.764939,1.330880,-0.561930,1.000277,0.615498,0.018117,0.042342,-0.786792,1.315666,-0.547800,0.591227,0.600804,0.003377,0.065780,-0.796678,1.278219,-0.502028,0.112875,0.600998,-0.003400,0.002200,-0.799241,1.427316,-0.555827,0.005710,0.600998,-0.003400,0.002200,-0.799241,1.356101,-0.416142,1.003056,0.647122,0.023164,0.118974,-0.752690,1.312087,-0.308504,0.610341,0.678555,-0.063064,0.178663,-0.709694,1.151670,-0.220639,0.164454,0.684574,-0.045697,-0.068767,-0.724252,1.312870,-0.236547,0.063177,0.684574,-0.045697,-0.068767,-0.724252,1.376591,-0.497062,1.122354,0.623550,0.009147,0.015833,-0.781569,1.374337,-0.500843,1.245286,0.599870,0.014347,0.023286,-0.799630,1.359557,-0.502692,1.361420,0.576583,0.019348,0.030494,-0.816240,1.301538,-0.490179,1.475813,0.551740,0.024448,0.037949,-0.832794,1.301624,-0.496852,1.549501,0.565086,-0.006154,0.035049,-0.824264,1.338031,-0.515093,1.680070,0.588078,-0.063168,0.029642,-0.805788,1.261944,-0.554836,1.521206,0.522995,0.024649,0.063352,-0.849621,1.213618,-0.649574,1.509636,0.410138,0.889805,0.121592,-0.158898,1.437127,-0.628668,1.416699,0.517319,0.843015,-0.010080,-0.146990,1.686755,-0.672790,1.354747,0.058820,0.627188,-0.145034,-0.762981,1.317312,-0.424626,1.532933,0.560337,-0.086205,0.059388,-0.821623,1.355526,-0.325019,1.524898,0.793067,-0.430542,0.125116,-0.412341,1.202802,-0.139953,1.486849,0.733259,-0.559568,0.116703,-0.368232,1.019723,0.035051,1.423970,0.880972,0.324419,-0.095224,0.331017,
2949184,1.343559,-0.489331,1.021810,0.642045,0.004682,0.009746,-0.766590,1.330466,-0.561738,1.000360,0.613149,0.017819,0.042584,-0.788617,1.314913,-0.547540,0.591296,0.600247,0.003946,0.065117,-0.797149,1.278314,-0.501918,0.112861,0.600751,-0.003441,0.002200,-0.799426,1.427371,-0.555814,0.005688,0.600751,-0.003441,0.002200,-0.799426,1.356438,-0.416086,1.003274,0.642795,0.023865,0.119876,-0.756224,1.313121,-0.307313,0.610764,0.674942,-0.056790,0.175031,-0.714557,1.159802,-0.216816,0.162954,0.674541,-0.043219,-0.063762,-0.734208,1.320406,-0.236150,0.061323,0.674541,-0.043219,-0.063762,-0.734208,1.376580,-0.497233,1.122477,0.621420,0.009283,0.016265,-0.783254,1.374357,-0.501104,1.245409,0.597531,0.014483,0.023624,-0.801367,1.359607,-0.502947,1.361546,0.574052,0.019442,0.030684,-0.818013,1.301699,-0.490123,1.475962,0.549029,0.024584,0.038044,-0.834575,1.301754,-0.496818,1.549648,0.562797,-0.005978,0.035186,-0.825825,1.338059,-0.515298,1.680207,0.586495,-0.062842,0.029884,-0.806958,1.261694,-0.554536,1.521341,0.520380,0.024743,0.063447,-0.851215,1.212785,-0.648975,1.509771,0.409950,0.890052,0.118318,-0.160467,1.436431,-0.629768,1.416800,0.516609,0.843100,-0.013110,-0.148747,1.685756,-0.675644,1.354880,0.055977,0.626779,-0.147110,-0.763134,1.317908,-0.424690,1.533099,0.557475,-0.086204,0.059807,-0.823537,1.356807,-0.325348,1.525042,0.791201,-0.430643,0.127535,-0.415069,1.205472,-0.139090,1.487219,0.732003,-0.559013,0.119399,-0.370702,1.023686,0.037361,1.424682,0.882149,0.324603,-0.096115,0.327426,
2949194,1.343337,-0.489209,1.021980,0.639812,0.004879,0.010336,-0.768446,1.329813,-0.561513,1.000456,0.610832,0.017623,0.042741,-0.790409,1.314030,-0.547249,0.591406,0.599580,0.004575,0.064392,-0.797707,1.278369,-0.501788,0.112918,0.600550,-0.003500,0.002239,-0.799577,1.427387,-0.555761,0.005723,0.600550,-0.003500,0.002239,-0.799577,1.356631,-0.416020,1.003522,0.637408,0.024141,0.120642,-0.760641,1.314014,-0.306372,0.611172,0.670249,-0.050540,0.171003,-0.720396,1.168203,-0.213391,0.161369,0.662862,-0.040056,-0.058928,-0.745344,1.328172,-0.236688,0.059580,0.662862,-0.040056,-0.058928,-0.745344,1.376363,-0.497418,1.122620,0.619024,0.009479,0.016697,-0.785137,1.374158,-0.501387,1.245556,0.594875,0.014640,0.023958,-0.803328,1.359434,-0.503214,1.361698,0.571182,0.019579,0.030879,-0.820009,1.301642,-0.490038,1.476142,0.545952,0.024742,0.038105,-0.836584,1.301657,-0.496754,1.549819,0.560269,-0.005722,0.035342,-0.827537,1.337838,-0.515508,1.680379,0.584957,-0.062487,0.030120,-0.808092,1.261175,-0.554162,1.521505,0.517424,0.024842,0.063547,-0.853004,1.211612,-0.648254,1.509936,0.409803,0.890269,0.114941,-0.162082,1.435377,-0.630807,1.416935,0.515829,0.843209,-0.016255,-0.150517,1.684372,-0.678482,1.355071,0.052988,0.626370,-0.149229,-0.763272,1.318337,-0.424749,1.533289,0.554203,-0.086166,0.060260,-0.825714,1.358015,-0.325721,1.525211,0.789444,-0.430560,0.129834,-0.417778,1.208060,-0.138298,1.487610,0.730749,-0.558465,0.122014,-0.373142,1.027552,0.039567,1.425388,0.883278,0.324771,-0.097062,0.323918,
2949205,1.342889,-0.489063,1.022177,0.637159,0.005097,0.010942,-0.770638,1.328858,-0.561244,1.000574,0.608340,0.017501,0.042803,-0.792328,1.312941,-0.546933,0.591550,0.598756,0.005337,0.063519,-0.798391,1.278410,-0.501659,0.112940,0.600335,-0.003548,0.002300,-0.799738,1.427381,-0.555708,0.005721,0.600335,-0.003548,0.002300,-0.799738,1.356677,-0.415947,1.003799,0.629900,0.024010,0.121107,-0.766801,1.315036,-0.305724,0.611527,0.663475,-0.043625,0.165964,-0.728254,1.178163,-0.210230,0.159432,0.647498,-0.035591,-0.053843,-0.759329,1.337337,-0.238706,0.057738,0.647498,-0.035591,-0.053843,-0.759329,1.375908,-0.497618,1.122786,0.616236,0.009697,0.017194,-0.787314,1.373725,-0.501698,1.245720,0.592030,0.014797,0.024346,-0.805412,1.359036,-0.503514,1.361865,0.568187,0.019749,0.031098,-0.822075,1.301372,-0.489982,1.476322,0.542813,0.024851,0.038153,-0.838619,1.301353,-0.496712,1.549998,0.557680,-0.005504,0.035451,-0.829280,1.337406,-0.515728,1.680559,0.583461,-0.062160,0.030398,-0.809188,1.260436,-0.553810,1.521681,0.514201,0.024999,0.063606,-0.854942,1.210161,-0.647530,1.510110,0.409640,0.890475,0.111462,-0.163788,1.434045,-0.631903,1.417053,0.515005,0.843317,-0.019502,-0.152335,1.682692,-0.681432,1.355246,0.049852,0.625952,-0.151377,-0.763403,1.318567,-0.424830,1.533478,0.550523,-0.086061,0.060699,-0.828150,1.359115,-0.326168,1.525379,0.787777,-0.430214,0.132128,-0.420553,1.210594,-0.137578,1.488044,0.729471,-0.557849,0.124660,-0.375681,1.031404,0.041752,1.426123,0.884439,0.324870,-0.098040,0.320337,
2949215,1.342280,-0.488896,1.022369,0.634612,0.005357,0.011463,-0.772727,1.327766,-0.560958,1.000691,0.605895,0.017501,0.042699,-0.794205,1.311877,-0.546647,0.591669,0.597836,0.006067,0.062636,-0.799145,1.278464,-0.501590,0.112988,0.600127,-0.003600,0.002300,-0.799894,1.427398,-0.555724,0.005761,0.600127,-0.003600,0.002300,-0.799894,1.356543,-0.415854,1.004069,0.621053,0.023541,0.121108,-0.773998,1.316128,-0.305458,0.611723,0.655283,-0.037011,0.160544,-0.737197,1.188459,-0.207859,0.157365,0.630827,-0.030644,-0.049365,-0.773745,1.346727,-0.241907,0.055963,0.630827,-0.030644,-0.049365,-0.773745,1.375275,-0.497781,1.122956,0.613627,0.009905,0.017610,-0.789337,1.373103,-0.501956,1.245889,0.589378,0.015005,0.024606,-0.807343,1.358420,-0.503752,1.362035,0.565494,0.019906,0.031307,-0.823918,1.300874,-0.489903,1.476505,0.540030,0.025006,0.038203,-0.840406,1.300817,-0.496652,1.550185,0.555435,-0.005348,0.035607,-0.830780,1.336776,-0.515903,1.680742,0.582199,-0.061898,0.030658,-0.810107,1.259517,-0.553476,1.521856,0.511333,0.025207,0.063657,-0.856651,1.208614,-0.646857,1.510271,0.409425,0.890668,0.108440,-0.165296,1.432588,-0.632810,1.417156,0.514128,0.843489,-0.022314,-0.153952,1.680906,-0.683941,1.355371,0.047040,0.625597,-0.153150,-0.763518,1.318507,-0.424875,1.533681,0.547290,-0.085956,0.061063,-0.830275,1.359819,-0.326530,1.525562,0.786126,-0.429463,0.134465,-0.423658,1.212860,-0.136634,1.488515,0.728036,-0.557189,0.127581,-0.378453,1.035158,0.044262,1.426938,0.885740,0.324974,-0.099134,0.316274,
2949226,1.341547,-0.488686,1.022558,0.632205,0.005604,0.011908,-0.774689,1.326579,-0.560640,1.000812,0.603412,0.017553,0.042449,-0.796106,1.310824,-0.546398,0.591790,0.596904,0.006762,0.061742,-0.799905,1.278507,-0.501586,0.113027,0.600009,-0.003652,0.002300,-0.799981,1.427401,-0.555765,0.005802,0.600009,-0.003652,0.002300,-0.799981,1.356259,-0.415711,1.004324,0.611520,0.022888,0.120749,-0.781626,1.317229,-0.305434,0.611767,0.646308,-0.031110,0.155177,-0.746483,1.198368,-0.206257,0.155342,0.614099,-0.025720,-0.045701,-0.787484,1.355618,-0.245850,0.054350,0.614099,-0.025720,-0.045701,-0.787484,1.374514,-0.497875,1.123134,0.611098,0.010156,0.017956,-0.791286,1.372335,-0.502139,1.246061,0.586691,0.015256,0.024857,-0.809285,1.357650,-0.503917,1.362206,0.562645,0.020157,0.031454,-0.825854,1.300200,-0.489730,1.476687,0.537080,0.025257,0.038254,-0.842285,1.300092,-0.496506,1.550367,0.553093,-0.005145,0.035806,-0.832334,1.335946,-0.516013,1.680913,0.580862,-0.061701,0.031009,-0.811068,1.258395,-0.553030,1.522014,0.508798,0.025405,0.063757,-0.858146,1.206942,-0.646105,1.510409,0.409074,0.890926,0.105148,-0.166892,1.430995,-0.633759,1.417256,0.513079,0.843734,-0.025256,-0.155644,1.678970,-0.686558,1.355481,0.043947,0.625201,-0.154896,-0.763675,1.318286,-0.424847,1.533889,0.544401,-0.085856,0.061361,-0.832160,1.360276,-0.326790,1.525750,0.784580,-0.428255,0.136798,-0.426987,1.214999,-0.135533,1.489048,0.726499,-0.556443,0.130667,-0.381440,1.038897,0.047037,1.427818,0.887068,0.325087,-0.100383,0.312012,
2949236,1.340788,-0.488435,1.022734,0.629875,0.005840,0.012240,-0.776578,1.325386,-0.560282,1.000931,0.600988,0.017648,0.042117,-0.797952,1.309831,-0.546143,0.591894,0.595988,0.007426,0.060933,-0.800644,1.278534,-0.501529,0.113020,0.599956,-0.003700,0.002347,-0.800021,1.427409,-0.555727,0.005772,0.599956,-0.003700,0.002347,-0.800021,1.355936,-0.415534,1.004556,0.601988,0.022129,0.120041,-0.789120,1.318372,-0.305680,0.611736,0.637234,-0.026215,0.150238,-0.755430,1.207357,-0.205475,0.153533,0.597557,-0.020977,-0.043036,-0.800396,1.363482,-0.250548,0.053104,0.597557,-0.020977,-0.043036,-0.800396,1.373713,-0.497902,1.123300,0.608597,0.010440,0.018288,-0.793200,1.371517,-0.502257,1.246219,0.584008,0.015541,0.025096,-0.811211,1.356822,-0.504020,1.362355,0.559753,0.020441,0.031642,-0.827803,1.299474,-0.489504,1.476844,0.534051,0.025541,0.038396,-0.844194,1.299317,-0.496319,1.550518,0.550633,-0.004907,0.035996,-0.833956,1.335050,-0.516095,1.681053,0.579500,-0.061559,0.031389,-0.812037,1.257217,-0.552526,1.522135,0.506051,0.025642,0.063898,-0.859751,1.205169,-0.645268,1.510499,0.408550,0.891249,0.101825,-0.168503,1.429298,-0.634621,1.417307,0.511971,0.843988,-0.028244,-0.157393,1.676922,-0.689121,1.355521,0.040769,0.624734,-0.156654,-0.763875,1.318023,-0.424785,1.534080,0.541322,-0.085762,0.061738,-0.834148,1.360733,-0.327041,1.525924,0.783315,-0.426609,0.138890,-0.430269,1.217109,-0.134482,1.489597,0.725021,-0.555585,0.133748,-0.384424,1.042621,0.049762,1.428738,0.888321,0.325282,-0.101665,0.307800,
2949246,1.339975,-0.488105,1.022920,0.627240,0.006150,0.012551,-0.778700,1.324087,-0.559827,1.001057,0.598399,0.017751,0.041703,-0.799915,1.308778,-0.545837,0.592002,0.595010,0.008101,0.060056,-0.801431,1.278552,-0.501471,0.113047,0.599898,-0.003750,0.002400,-0.800064,1.427408,-0.555688,0.005774,0.599898,-0.003750,0.002400,-0.800064,1.355616,-0.415293,1.004804,0.591159,0.021302,0.118762,-0.797479,1.319937,-0.306246,0.611619,0.626819,-0.021652,0.145066,-0.765235,1.216867,-0.205429,0.151731,0.578444,-0.015853,-0.041107,-0.814532,1.371522,-0.256862,0.052105,0.578444,-0.015853,-0.041107,-0.814532,1.372835,-0.497880,1.123477,0.605805,0.010751,0.018602,-0.795323,1.370612,-0.502325,1.246391,0.581016,0.015852,0.025353,-0.813343,1.355907,-0.504069,1.362523,0.556592,0.020802,0.031902,-0.829913,1.298666,-0.489212,1.477026,0.530702,0.025903,0.038604,-0.846283,1.298454,-0.496080,1.550692,0.547979,-0.004650,0.036252,-0.835694,1.334066,-0.516157,1.681221,0.578102,-0.061506,0.031753,-0.813023,1.255914,-0.551929,1.522267,0.502774,0.026001,0.064153,-0.861642,1.203159,-0.644270,1.510571,0.407768,0.891690,0.098204,-0.170208,1.427372,-0.635444,1.417356,0.510732,0.844254,-0.031502,-0.159360,1.674565,-0.691805,1.355532,0.037303,0.624197,-0.158512,-0.764108,1.317724,-0.424687,1.534308,0.537688,-0.085706,0.062304,-0.836459,1.361277,-0.327311,1.526137,0.782184,-0.424596,0.140915,-0.433647,1.219350,-0.133428,1.490228,0.723521,-0.554605,0.136913,-0.387538,1.046567,0.052536,1.429756,0.889550,0.325587,-0.103062,0.303434,
2949257,1.339077,-0.487656,1.023121,0.624412,0.006534,0.012876,-0.780961,1.322671,-0.559242,1.001186,0.595646,0.017860,0.041154,-0.801993,1.307674,-0.545485,0.592131,0.593956,0.008751,0.059079,-0.802278,1.278558,-0.501454,0.113043,0.599838,-0.003800,0.002400,-0.800109,1.427403,-0.555702,0.005758,0.599838,-0.003800,0.002400,-0.800109,1.355247,-0.414939,1.005076,0.578873,0.020435,0.116670,-0.806770,1.321993,-0.307221,0.611308,0.614934,-0.017502,0.139761,-0.775897,1.226826,-0.206191,0.149788,0.557096,-0.010777,-0.040114,-0.829409,1.379572,-0.264764,0.051153,0.557096,-0.010777,-0.040114,-0.829409,1.371857,-0.497766,1.123675,0.602876,0.011076,0.018877,-0.797534,1.369597,-0.502295,1.246587,0.577981,0.016235,0.025619,-0.815487,1.354868,-0.504029,1.362720,0.553453,0.021176,0.032118,-0.831992,1.297727,-0.488829,1.477235,0.527476,0.026336,0.038820,-0.848274,1.297451,-0.495757,1.550895,0.545435,-0.004383,0.036518,-0.837345,1.332943,-0.516128,1.681416,0.576763,-0.061565,0.032079,-0.813956,1.254493,-0.551258,1.522416,0.499312,0.026494,0.064480,-0.863613,1.201004,-0.643158,1.510632,0.406804,0.892196,0.094715,-0.171829,1.425262,-0.636061,1.417413,0.509489,0.844526,-0.034619,-0.161243,1.672035,-0.694199,1.355544,0.033968,0.623637,-0.160282,-0.764351,1.317266,-0.424499,1.534574,0.533889,-0.085705,0.063070,-0.838832,1.361690,-0.327515,1.526396,0.781218,-0.422363,0.142749,-0.436956,1.221417,-0.132357,1.490909,0.722174,-0.553457,0.140006,-0.390574,1.050315,0.055289,1.430862,0.890702,0.325955,-0.104524,0.299129,
2949267,1.338098,-0.487075,1.023311,0.621824,0.006875,0.013118,-0.783017,1.321222,-0.558531,1.001318,0.592981,0.017902,0.040437,-0.804001,1.306573,-0.545154,0.592229,0.592833,0.009409,0.058120,-0.803170,1.278568,-0.501441,0.113037,0.599818,-0.003800,0.002400,-0.800124,1.427419,-0.555700,0.005744,0.599818,-0.003800,0.002400,-0.800124,1.354751,-0.414455,1.005326,0.566665,0.019752,0.113961,-0.815790,1.324244,-0.308448,0.610873,0.603109,-0.014252,0.134915,-0.786037,1.235980,-0.207646,0.147905,0.537192,-0.006684,-0.040081,-0.842481,1.386644,-0.272874,0.050262,0.537192,-0.006684,-0.040081,-0.842481,1.370795,-0.497481,1.123858,0.600224,0.011434,0.019118,-0.799521,1.368488,-0.502092,1.246770,0.575277,0.016577,0.025819,-0.817383,1.353732,-0.503812,1.362901,0.550699,0.021535,0.032319,-0.833800,1.296680,-0.488319,1.477418,0.524644,0.026735,0.039019,-0.850007,1.296346,-0.495303,1.551077,0.543204,-0.004184,0.036720,-0.838787,1.331730,-0.515917,1.681575,0.575616,-0.061665,0.032378,-0.814749,1.253021,-0.550497,1.522547,0.496353,0.026935,0.064779,-0.865282,1.198905,-0.642023,1.510680,0.405858,0.892682,0.091701,-0.173176,1.423197,-0.636399,1.417480,0.508454,0.844720,-0.037219,-0.162904,1.669585,-0.696038,1.355536,0.031110,0.623137,-0.161841,-0.764552,1.316638,-0.424161,1.534813,0.530725,-0.085761,0.063810,-0.840776,1.361784,-0.327505,1.526630,0.780300,-0.419928,0.144524,-0.440347,1.223204,-0.131062,1.491578,0.720800,-0.552141,0.143257,-0.393783,1.053897,0.058350,1.431996,0.891846,0.326409,-0.106156,0.294615,
2949278,1.337035,-0.486378,1.023489,0.619385,0.007157,0.013253,-0.784943,1.319720,-0.557716,1.001454,0.590290,0.017954,0.039635,-0.806018,1.305464,-0.544771,0.592333,0.591707,0.010013,0.057130,-0.804064,1.278544,-0.501435,0.113041,0.599784,-0.003852,0.002400,-0.800149,1.427373,-0.555710,0.005746,0.599784,-0.003852,0.002400,-0.800149,1.354143,-0.413853,1.005547,0.555263,0.019242,0.110941,-0.824017,1.326439,-0.309772,0.610385,0.592017,-0.011803,0.130673,-0.795174,1.243978,-0.209500,0.146221,0.519392,-0.003642,-0.040727,-0.853557,1.392524,-0.280685,0.049494,0.519392,-0.003642,-0.040727,-0.853557,1.369648,-0.497042,1.124037,0.597667,0.011757,0.019253,-0.801427,1.367286,-0.501711,1.246952,0.572583,0.016910,0.026006,-0.819259,1.352504,-0.503413,1.363083,0.547867,0.021962,0.032506,-0.835645,1.295530,-0.487624,1.477597,0.521612,0.027110,0.039207,-0.851850,1.295139,-0.494659,1.551252,0.540839,-0.003944,0.036907,-0.840307,1.330401,-0.515530,1.681743,0.574473,-0.061705,0.032659,-0.815540,1.251425,-0.549523,1.522677,0.493705,0.027361,0.065058,-0.866761,1.196751,-0.640712,1.510729,0.404861,0.893187,0.088532,-0.174548,1.421096,-0.636626,1.417555,0.507376,0.844892,-0.039971,-0.164711,1.667049,-0.697865,1.355511,0.028131,0.622584,-0.163502,-0.764764,1.315938,-0.423651,1.535042,0.527913,-0.085857,0.064520,-0.842481,1.361715,-0.327298,1.526853,0.779363,-0.417491,0.146305,-0.443723,1.224836,-0.129587,1.492246,0.719494,-0.550721,0.146485,-0.396958,1.057327,0.061573,1.433158,0.892897,0.326940,-0.107899,0.290177,
2949288,1.335900,-0.485575,1.023673,0.616789,0.007441,0.013348,-0.786980,1.318119,-0.556786,1.001601,0.587497,0.018095,0.038737,-0.808096,1.304358,-0.544293,0.592445,0.590521,0.010627,0.056043,-0.805004,1.278588,-0.501404,0.113043,0.599731,-0.003900,0.002447,-0.800188,1.427398,-0.555698,0.005726,0.599731,-0.003900,0.002447,-0.800188,1.353491,-0.413156,1.005770,0.544505,0.018908,0.107582,-0.831615,1.328686,-0.311221,0.609839,0.581171,-0.009954,0.126883,-0.803768,1.251231,-0.211663,0.144638,0.502219,-0.001320,-0.041766,-0.863730,1.397466,-0.288570,0.048774,0.502219,-0.001320,-0.041766,-0.863730,1.368419,-0.496502,1.124222,0.594924,0.012087,0.019347,-0.803458,1.365992,-0.501220,1.247135,0.569650,0.017288,0.026149,-0.821289,1.351170,-0.502893,1.363262,0.544762,0.022389,0.032696,-0.837654,1.294293,-0.486774,1.477771,0.518305,0.027535,0.039396,-0.853844,1.293835,-0.493863,1.551418,0.538272,-0.003660,0.037142,-0.841944,1.328964,-0.515023,1.681905,0.573246,-0.061706,0.032850,-0.816396,1.249704,-0.548364,1.522794,0.490691,0.027881,0.065390,-0.868429,1.194403,-0.639157,1.510748,0.403760,0.893725,0.085078,-0.176055,1.418798,-0.636750,1.417592,0.506245,0.845043,-0.042952,-0.166652,1.664280,-0.699722,1.355444,0.024962,0.621930,-0.165348,-0.765010,1.315185,-0.423007,1.535269,0.524772,-0.086002,0.065326,-0.844364,1.361660,-0.327001,1.527066,0.778403,-0.415117,0.148100,-0.447027,1.226463,-0.128047,1.492914,0.718264,-0.549347,0.149421,-0.399986,1.060665,0.064730,1.434249,0.893870,0.327378,-0.109606,0.286020,
2949299,1.334635,-0.484602,1.023882,0.613629,0.007804,0.013401,-0.789442,1.316293,-0.555653,1.001766,0.584473,0.018252,0.037644,-0.810334,1.303125,-0.543732,0.592571,0.589122,0.011306,0.054793,-0.806105,1.278656,-0.501377,0.113063,0.599673,-0.003951,0.002500,-0.800232,1.427446,-0.555692,0.005720,0.599673,-0.003951,0.002500,-0.800232,1.352812,-0.412321,1.006023,0.533569,0.018802,0.103475,-0.839192,1.331338,-0.313011,0.609250,0.569005,-0.008491,0.123235,-0.813004,1.258637,-0.214303,0.143120,0.483367,0.000664,-0.043016,-0.874360,1.402026,-0.297383,0.048113,0.483367,0.000664,-0.043016,-0.874360,1.367024,-0.495841,1.124433,0.591653,0.012504,0.019452,-0.805861,1.364515,-0.500619,1.247339,0.566222,0.017756,0.026304,-0.823642,1.349641,-0.502259,1.363457,0.541236,0.022806,0.032855,-0.839919,1.292882,-0.485747,1.477960,0.514653,0.028056,0.039655,-0.856021,1.292348,-0.492907,1.551602,0.535465,-0.003348,0.037353,-0.843724,1.327321,-0.514371,1.682078,0.571896,-0.061706,0.032954,-0.817338,1.247759,-0.547002,1.522913,0.487054,0.028456,0.065808,-0.870424,1.191706,-0.637313,1.510755,0.402559,0.894295,0.081223,-0.177721,1.416128,-0.636781,1.417629,0.505187,0.845125,-0.045977,-0.168630,1.661137,-0.701522,1.355372,0.021778,0.621236,-0.167275,-0.765252,1.314305,-0.422217,1.535528,0.521018,-0.086159,0.066264,-0.846597,1.361615,-0.326620,1.527308,0.777372,-0.412826,0.149929,-0.450321,1.228123,-0.126449,1.493609,0.717016,-0.547895,0.152441,-0.403065,1.064093,0.067968,1.435400,0.894831,0.327883,-0.111323,0.281739,
